REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
YF23ORO,636631,PEUGEOT,2008,16/06/2025,3014492,Evans Halshaw Peugeot York,Clifton Moor Gate,,YORK,YO30 4WW,,1904696600,19/06/2025,Chesterfield Motorstore,Meltham Way,,Chesterfield,S41 7LG,,1246956450,Must call 1hour before collection and get a name,,AC01,
FX22TLK,225108,MG,HS,16/06/2025,3014844,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,19/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
FG22EWP,054353,KIA,PRO CEED,16/06/2025,3014502,Vertu MG Chesterfield,464 Chatsworth Road,,Chesterfield,S40 3BD,,3442225429,19/06/2025,Stoke Vauxhall/Peugeot,Clough Street,,Stoke on Trent,ST1 4AS,,1782651040,Must call 1hour before collection and get a name,,AC01,
LP69ZDU,359122,VOLKSWAGEN,TIGUAN,16/06/2025,3014358,Sytner Audi West London,958 Great West Road,,Brentford,TW8 9BQ,,2045862783,19/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YT22UZC,240704,MG,ZSS,16/06/2025,3014408,Perrys Citroen Barnsley,Claycliffe Road,,BARNSLEY,S75 1LR,,1226985322,19/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
MC24BKU,076863,VOLKSWAGEN,TAIGO,16/06/2025,3014481,Des Winks Volkswagen Scarborough,Hopper Hill Road,,SCARBOROUGH,YO11 3YS,,1723580058,19/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
ME73BXA,254293,KIA,SPORTAGE,16/06/2025,3014372,OMC Ford Oldham,1 Manchester Road,,OLDHAM,OL8 4AU,,1612874141,19/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
LC74JRO,R66833,BMW,2 SERIES,16/06/2025,3014446,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,19/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
HT24JYA,740609,PEUGEOT,2008,16/06/2025,3014461,Peter Cooper Omoda Chichester,18 Terminus Road,,Chichester,PO19 8TX,,1243787684,19/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YM74EXA,024270,SKODA,KAMIQ,16/06/2025,3014464,Vertu Škoda Chesterfield,1 Discovery Way,,Chesterfield,S41 9EG,,3446591917,19/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
